Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
300.8,310.3,1457,46.8,182
300.6,311.8,1652,27.2,52
298.9,308.2,1828,23.8,26
296.5,307.3,1579,34.5,166
300.8,311.8,1427,43.3,180
300.0,310.4,1505,44.9,133
296.2,307.2,1385,44.0,5
300.7,311.6,1348,62.5,36
301.7,310.7,1763,25.9,3
299.4,309.3,1391,46.6,185
297.7,309.7,1616,31.1,20
298.7,309.6,1452,42.7,180
299.9,309.2,1353,49.8,182
301.4,310.7,1536,44.4,96
301.4,310.5,1421,43.8,182
299.7,309.3,1445,42.6,0
302.2,310.0,1483,48.7,20
298.1,309.2,1802,26.9,83
301.2,310.3,1379,43.2,56
299.7,309.2,1597,32.9,135
303.6,312.5,1345,54.1,126
300.5,311.8,1636,34.4,2
303.8,313.0,1452,38.6,72
302.4,311.3,1312,61.5,85
296.8,308.0,1453,51.0,24
298.2,308.2,1478,50.1,166
298.7,310.1,1693,31.9,51
297.8,308.7,1404,44.2,62
301.8,310.7,1644,33.4,68
298.4,307.9,1605,31.0,18
303.0,312.5,1698,30.0,89
299.3,308.6,1422,48.9,83
298.1,308.7,1341,55.7,30
300.9,310.8,1517,44.3,4
302.4,311.5,1505,37.9,79
299.8,310.0,1632,33.7,172
298.5,309.6,1585,32.2,89
297.4,309.3,1775,25.8,91
301.3,310.4,1577,48.3,78
296.2,307.1,1441,41.7,3
301.1,311.1,1387,53.1,188
301.7,310.9,1300,62.7,36
303.4,311.8,1564,35.9,171
297.4,308.6,1528,29.1,163
300.5,312.0,1558,36.7,113
301.1,311.3,1654,30.7,28
301.1,311.1,1615,37.7,153
301.5,310.5,1612,29.8,148
300.2,309.5,1458,46.9,23
302.6,310.4,1451,43.1,35
297.1,308.2,1347,50.8,49
300.7,310.4,1234,51.7,160
300.6,309.8,1629,37.6,162
297.2,308.6,1489,40.2,214
299.8,310.6,1423,44.6,116
300.5,311.9,1576,31.1,149
301.7,311.0,1441,44.3,208
298.8,309.8,1477,46.7,59
301.9,309.6,1551,34.6,211
298.1,307.5,1493,43.7,153
300.5,309.7,1841,24.6,143
299.1,310.5,1471,38.4,146
304.1,313.3,1459,50.3,39
297.0,307.8,1521,40.2,190
304.0,313.1,1450,42.8,101
298.9,308.4,1449,42.4,149
298.1,307.6,1565,36.3,140
301.0,309.6,1397,48.0,135
300.2,309.8,1353,59.4,26
298.7,309.2,1586,31.4,180
301.3,310.3,1400,44.3,47
302.0,310.7,1453,42.7,92
298.6,309.4,1316,51.4,52
300.3,309.2,1807,26.4,169
300.0,311.4,1384,46.1,7
298.5,309.4,1522,47.4,20
300.3,311.8,1360,48.0,119
297.6,308.6,1414,45.4,138
299.6,309.3,1387,48.3,25
298.6,309.8,1497,41.6,118
301.0,311.6,1352,63.5,143
303.5,311.9,1515,39.2,24
300.2,311.5,1500,40.8,17
296.6,307.6,1459,40.2,96
298.0,308.3,1662,32.7,0
299.9,309.2,1491,44.3,214
297.6,309.0,1413,40.2,51
298.0,308.5,1461,48.0,68
301.9,311.0,1291,63.6,137
298.8,308.6,1584,34.4,42
302.4,310.5,1500,36.7,164
299.0,310.2,1625,31.8,89
298.4,308.6,1304,45.0,158
300.7,311.8,1443,43.7,217
299.0,310.3,1428,46.3,175
298.3,309.0,1519,36.9,41
298.7,310.1,1786,27.7,114
302.5,311.5,1626,36.0,44
300.6,309.3,1601,40.2,69
299.8,309.4,1412,47.8,130
297.6,308.6,1585,42.0,90
296.1,307.1,1433,38.5,14
298.8,310.1,1607,39.5,105
297.2,307.9,1337,58.1,184
300.7,310.7,1425,45.3,48
300.5,309.9,1443,48.3,122
301.3,310.8,1560,38.5,52
297.4,309.0,1583,32.0,166
299.2,310.5,1548,33.5,35
297.4,308.5,1496,36.4,126
298.5,307.9,1640,33.1,146
301.9,309.9,1374,48.5,180
298.9,310.0,1378,49.3,18
296.6,307.4,1389,42.7,48
299.9,310.0,1402,44.7,204
303.8,312.5,1368,52.6,123
301.6,310.7,1380,51.8,216
298.6,308.3,1422,40.4,179
301.4,310.7,1657,28.7,108
303.6,311.9,1544,37.1,88
303.9,313.0,1759,28.4,74
300.5,311.6,1534,37.7,90
297.4,309.2,1620,33.2,28
300.9,310.7,1479,43.3,201
302.5,312.0,1383,51.3,190
300.2,309.8,1394,47.4,21
300.8,310.3,1537,33.3,52
298.8,310.6,1640,33.8,9
299.9,311.3,1371,52.3,167
297.0,307.9,1529,42.2,157
298.4,308.1,1891,24.7,158
299.8,311.1,1588,38.0,183
296.3,307.3,1498,41.6,15
304.0,313.0,1541,45.9,64
298.2,307.8,1627,31.5,64
297.7,309.0,1433,41.8,16
300.1,311.6,1674,29.6,85
302.5,312.0,1456,46.3,208
299.4,310.8,1622,33.6,217
300.7,310.8,1486,41.2,71
299.4,310.5,1372,46.3,173
298.0,309.5,1496,45.8,46
297.6,308.6,1553,40.5,135
298.0,308.7,1629,34.3,191
298.3,308.5,1538,32.2,173
302.9,312.2,1745,25.5,98
298.4,309.5,1397,50.3,110
301.4,309.9,1259,63.9,20
297.4,308.7,1429,57.4,96
297.2,308.5,1518,44.3,163
303.0,311.2,1519,38.0,139
300.3,311.4,1318,52.7,13
297.5,309.3,1623,33.4,74
303.8,312.5,1748,25.1,175
300.7,311.9,1329,59.2,121
297.5,308.5,1662,30.3,26
298.9,309.9,1365,46.5,75
300.7,311.0,1334,53.9,150
299.1,309.5,1339,48.2,86
302.6,310.8,1486,36.4,160
303.0,311.0,1359,44.2,115
302.9,311.2,1634,36.9,71
303.9,313.1,1665,29.6,0
300.7,310.6,1572,38.5,50
300.0,309.6,1423,48.7,67
304.0,313.1,1720,28.7,106
302.1,311.3,1497,38.4,28
298.7,309.2,1396,44.8,178
298.5,308.2,1444,40.5,170
301.0,310.3,1617,34.5,126
297.5,308.7,1454,45.0,19
301.8,311.1,1597,29.8,177
302.7,312.1,1728,24.4,146
303.4,312.8,1449,43.9,94
297.2,307.9,1450,37.2,151
298.6,309.4,1774,27.5,154
302.3,311.7,1482,39.0,127
302.0,310.3,1648,29.6,157
297.9,309.1,1507,36.9,13
302.5,311.9,1414,51.6,205
302.6,310.8,1470,41.2,156
300.0,309.4,1499,35.7,46
298.1,309.6,1549,38.7,43
302.1,311.4,1446,39.7,95
300.1,309.7,1348,57.3,48
302.6,311.7,1542,34.1,137
300.6,309.8,1694,31.1,187
300.1,309.3,1712,28.5,141
303.0,311.2,1361,47.6,106
301.9,311.1,1380,51.6,184
301.8,311.1,1413,42.2,9
297.1,308.4,1304,53.5,153
297.3,308.6,1456,42.9,122
303.4,312.7,1589,34.0,116
301.3,310.9,1760,23.9,76
303.5,312.5,1353,51.0,172
302.5,311.9,1437,46.7,65
298.1,307.9,1463,47.3,206
297.2,308.6,1366,50.4,74
300.9,310.4,1375,44.7,87
297.8,308.9,1650,32.2,195
302.5,312.0,1579,35.7,167
300.0,311.4,1791,24.1,213
297.4,309.2,1459,37.9,191
303.7,312.7,1532,42.7,194
301.3,310.6,1556,39.0,72
299.1,308.3,1601,31.4,121
296.2,307.3,1475,37.0,44
296.9,307.7,1464,41.4,6
297.8,308.5,1466,44.7,88
300.6,309.8,1541,36.2,166
300.8,310.5,1434,44.5,89
302.3,310.1,1388,49.9,48
300.4,309.5,1349,50.4,30
299.4,308.7,1512,37.2,126
300.9,311.1,1325,61.4,88
300.7,310.4,1543,47.3,203
302.4,311.0,1329,54.6,176
296.9,308.0,1409,50.7,43
303.8,312.5,1619,30.9,142
298.6,309.5,1684,27.8,44
300.4,311.8,1442,45.1,0
302.8,312.2,1515,36.8,162
300.5,309.3,1881,25.5,98
302.2,311.3,1658,31.0,2
304.1,313.6,1441,43.7,131
302.6,312.3,1454,54.8,253
300.6,309.7,1470,43.8,18
302.7,311.6,1501,38.8,171
300.0,310.1,1714,28.7,55
302.4,310.2,1346,62.4,106
296.8,307.6,1547,36.5,179
300.5,311.5,1370,56.1,7
300.5,310.6,1411,47.2,201
300.5,309.9,1503,37.4,175
298.3,307.8,1485,42.0,13
296.5,307.5,1340,59.1,89
296.4,307.4,1403,48.4,70
298.8,309.6,1516,40.2,152
299.0,308.6,1434,45.9,108
297.4,308.8,1447,58.1,129
303.5,313.0,1403,51.9,77
300.7,310.9,1650,29.4,102
300.2,310.2,1415,49.6,21
298.1,309.0,1661,38.2,82
303.7,312.5,1520,35.6,154
298.3,309.1,1484,37.0,28
303.0,311.2,1382,50.5,203
298.3,309.3,1376,57.0,198
298.3,309.1,1403,45.1,138
298.2,308.7,1605,29.4,47
298.6,309.6,1533,40.7,106
303.5,313.0,1547,40.3,73
297.8,309.4,1445,48.2,10
297.8,307.8,1662,30.7,48
299.0,310.4,1394,45.2,122
300.4,309.3,1411,41.6,160
298.0,308.7,1377,48.5,181
304.0,313.0,1350,61.1,88
297.5,308.6,1513,39.7,32
297.5,308.2,1419,48.5,108
297.4,308.1,1348,53.7,68
299.5,309.2,1393,47.3,20
298.9,309.6,1284,55.3,166
300.4,311.1,1487,37.4,162
297.0,307.9,1595,31.7,170
300.2,311.5,1426,44.3,73
301.2,310.1,1479,45.5,44
298.5,309.1,1474,41.3,189
299.5,309.1,1357,47.3,106
298.2,309.4,1408,46.5,76
299.5,309.3,1462,46.7,7
297.2,308.6,1444,41.1,56
302.4,311.0,1555,40.6,205
302.1,311.3,1521,31.5,202
300.4,309.3,1671,35.0,209
298.8,310.0,1423,42.1,154
300.7,310.2,1364,65.3,208
299.1,310.4,1524,51.4,66
298.0,308.1,1877,24.3,0
301.0,310.8,1558,34.9,196
303.3,311.4,1497,46.0,234
300.2,309.0,1642,31.2,37
297.4,308.1,1734,27.7,70
296.6,307.5,1482,39.9,153
297.9,309.9,1542,33.8,33
301.9,310.4,1603,37.6,69
297.8,308.3,1567,35.6,131
301.0,310.8,1533,39.3,194
299.9,309.6,1294,49.7,126
299.4,309.2,1556,35.7,75
297.6,308.6,1351,51.0,37
300.7,309.5,1578,35.4,34
300.1,309.4,1858,23.6,26
299.3,309.1,1571,38.3,59
298.8,310.6,1651,33.3,0
300.1,310.5,1494,44.2,117
297.3,308.4,1513,40.5,25
298.5,309.5,1294,66.7,12
299.0,308.6,1645,33.4,22
302.1,311.2,1492,45.0,162
298.4,308.7,1523,36.1,126
297.6,308.6,1393,40.4,127
302.1,311.1,1450,51.6,86
296.8,308.0,1561,38.3,9
300.2,310.1,1392,47.9,201
300.4,309.3,1396,51.2,54
297.1,308.2,1529,37.9,183
301.3,311.3,1509,42.5,213
297.5,308.4,1350,52.2,157
297.6,308.8,1683,31.6,79
296.8,307.9,1409,44.3,145
300.9,311.4,1532,41.5,126
299.1,310.3,1619,35.2,240
302.7,312.2,1447,47.5,166
298.9,310.1,1441,41.2,189
300.3,309.9,1570,34.0,31
298.1,307.7,1650,34.1,138
299.5,310.0,1379,50.4,85
301.1,311.1,1570,41.6,202
298.4,309.5,1514,38.8,128
300.3,311.3,1377,53.8,125
299.3,309.1,1388,45.5,123
303.5,312.6,1405,51.6,62
297.6,308.4,1517,34.2,66
303.7,312.2,1568,33.8,96
298.2,308.3,1475,49.9,47
297.8,307.9,1726,27.3,35
299.7,309.2,1572,32.8,142
300.6,310.5,1470,37.7,98
300.3,309.5,1405,49.4,77
297.2,308.4,1460,42.1,41
296.7,307.9,1424,53.8,133
297.6,308.5,1848,23.7,37
297.5,308.6,1497,43.9,91
300.5,311.9,1511,41.8,205
302.2,311.4,1626,31.6,62
302.6,312.1,1502,47.3,171
299.6,309.1,1407,50.6,85
301.2,312.4,1505,39.6,102
301.8,310.8,1691,33.4,62
302.6,311.4,1718,31.2,154
300.3,311.8,1548,33.0,16
298.3,308.0,1578,37.8,101
296.9,308.0,1332,53.9,7
302.7,311.7,1480,45.2,8
302.2,311.3,1382,46.4,94
300.8,311.9,1414,41.1,171
301.2,310.6,1409,50.9,66
297.7,308.9,1575,39.9,12
301.3,310.7,1536,39.3,31
300.7,312.4,1371,61.7,102
297.2,308.5,1588,40.4,190
300.4,311.7,1314,59.5,160
299.3,308.4,1438,42.3,0
301.4,310.3,1611,41.5,11
299.2,308.7,1514,41.9,196
299.7,309.1,1715,27.8,192
300.6,312.1,1354,46.9,138
303.3,311.5,1601,35.2,10
302.6,310.4,1649,30.1,62
302.1,311.2,1369,50.8,164
299.2,310.4,1502,39.8,34
299.3,308.5,1409,44.8,91
303.3,311.8,1806,27.7,44
297.9,308.9,1566,41.9,50
301.7,310.7,1627,31.3,78
302.5,312.0,1495,38.8,186
297.0,307.7,1502,39.4,126
302.7,311.1,1418,43.4,130
299.9,309.5,1582,38.2,160
301.0,312.0,1558,37.5,190
297.4,308.7,1798,23.0,135
302.0,309.9,1447,42.8,185
297.3,308.4,1599,32.9,58
300.8,310.6,1360,48.8,91
297.9,309.0,1562,35.8,40
301.7,310.6,1743,26.2,71
298.2,308.3,1805,31.6,96
302.4,311.9,1867,25.9,121
300.6,310.0,1486,41.2,127
300.0,311.4,1476,39.0,92
300.7,311.9,1697,28.2,191
302.2,311.7,1556,38.6,145
301.5,310.1,1430,46.5,35
304.1,313.1,1327,54.1,57
298.7,308.5,1660,27.0,50
299.1,310.1,1649,31.6,41
298.3,308.9,1270,52.7,44
298.8,309.9,1439,45.2,40
301.9,310.4,1286,62.8,22
301.8,309.9,1334,61.0,182
303.4,311.7,1690,34.9,189
297.1,308.5,1621,32.4,194
302.1,310.6,1459,47.6,93
297.9,307.8,1286,59.5,55
297.9,307.4,1610,34.6,219
298.0,308.5,1429,37.7,220
298.6,309.9,1564,37.1,30
302.9,312.4,1550,36.9,194
301.8,311.0,1839,23.6,30
297.4,308.5,1638,32.2,84
300.7,312.4,1590,37.9,98
297.3,308.5,1528,44.5,140
301.9,310.3,1398,44.0,65
299.3,309.1,1496,37.2,149
297.9,308.6,1468,36.0,168
302.5,310.3,1592,32.6,174
297.5,308.6,1380,53.5,192
300.1,309.4,1694,27.4,44
299.0,310.1,1664,29.7,89
301.7,310.6,1660,28.7,66
300.1,310.0,1511,41.7,186
302.3,311.0,1609,31.0,190
300.3,310.3,1345,46.3,50
303.7,312.7,1359,56.8,194
299.0,310.3,1475,42.4,93
300.5,311.9,1511,44.5,30
299.1,308.8,1566,46.6,192
302.7,312.5,1527,36.4,26
301.7,310.5,1388,50.5,176
298.9,310.2,1331,49.0,121
302.1,311.2,1616,35.1,57
300.1,311.4,1485,40.4,75
302.3,311.2,1297,62.5,109
300.9,310.7,1362,51.6,212
300.5,311.6,1528,42.4,163
301.8,310.0,1781,23.9,198
301.7,310.1,1660,29.3,72
299.3,309.2,1511,37.2,129
300.8,312.4,1767,25.6,105
301.1,311.6,1432,48.1,202
297.9,307.3,1663,28.7,7
297.3,307.8,1538,48.0,171
300.9,312.0,1441,43.8,210
297.2,308.3,1569,31.2,63
298.0,308.0,1520,39.6,51
299.1,310.5,1419,48.8,76
303.1,311.2,1452,52.9,11
298.9,310.0,1633,31.2,76
297.1,307.8,1584,42.3,135
297.2,308.5,1766,25.8,7
300.7,311.9,1399,50.2,222
299.5,309.3,1409,44.7,46
298.4,308.2,1612,32.6,10
303.5,312.1,1326,55.7,114
304.2,313.6,1512,33.4,146
301.3,311.1,1492,41.2,223
301.3,310.6,1440,53.8,90
297.1,308.4,1880,23.5,155
301.1,311.6,1488,43.4,5
299.7,309.2,1412,45.4,147
297.3,308.4,1864,23.1,90
301.4,311.3,1674,33.3,46
300.4,311.5,1662,29.0,137
300.6,310.7,1388,42.9,190
303.0,312.6,1392,42.9,94
302.5,310.9,1356,55.5,101
298.8,309.8,1413,45.5,64
304.0,312.7,1456,51.2,160
303.7,312.8,1634,33.8,63
297.4,308.0,1440,42.4,190
300.3,311.2,1381,65.2,136
298.7,309.8,1528,36.7,197
297.5,308.9,1427,50.4,17
300.9,309.7,1394,48.8,192
302.4,311.1,1443,51.8,178
302.7,311.7,1759,29.9,5
297.7,308.7,1731,28.4,104
301.5,310.6,1573,37.4,37
300.8,309.6,1546,42.3,186
302.9,311.0,1402,40.7,52
297.4,308.3,1465,42.0,13
298.4,308.0,1515,42.8,125
301.9,310.9,1590,34.3,106
298.8,309.7,1336,50.3,44
298.3,309.4,1468,46.2,10
298.6,308.2,1325,54.0,41
304.1,313.3,1883,24.5,190
300.7,311.8,1564,36.8,11
300.1,310.5,1329,57.4,99
297.0,308.3,1399,59.0,135
301.1,311.1,1508,41.5,184
301.9,310.4,1884,23.4,163
300.0,310.1,1465,40.9,60
301.1,310.5,1309,60.7,100
300.9,310.7,1740,25.3,164
300.5,312.0,1461,38.1,39
297.2,308.5,1447,47.9,188
300.0,309.0,1622,31.8,103
302.4,311.0,1610,33.1,161
299.6,310.1,1384,49.8,11
296.7,307.9,1743,27.9,55
297.6,308.5,1572,35.9,71
302.7,311.5,1556,35.0,164
297.6,308.3,1623,36.9,61
297.9,307.7,1590,34.6,57
300.6,310.0,1425,49.5,174
299.7,310.2,1469,39.5,26
300.4,310.0,1423,44.2,189
297.4,308.5,1643,33.8,132
300.7,310.2,1373,44.1,28
297.7,308.4,1289,51.3,82
298.2,308.8,1345,44.3,37
299.8,309.6,1346,53.2,95
303.7,312.3,1375,46.2,98
298.3,309.9,1463,43.9,116
296.2,307.0,1414,48.3,162
298.7,308.4,1373,46.9,60
298.3,308.5,1575,41.2,105
302.6,312.2,1458,38.8,34
295.5,306.0,1456,39.2,167
301.6,310.6,1506,43.4,222
300.3,309.1,1458,44.3,175
303.9,313.2,1393,46.5,9
299.3,308.5,1496,39.4,80
297.9,309.0,1502,40.2,30
300.6,310.2,1378,47.3,71
299.5,309.1,1420,49.5,5
301.5,310.1,1468,40.8,32
297.4,308.4,1487,46.2,150
301.4,310.9,1414,38.8,162
300.3,309.1,1368,46.0,171
297.3,308.3,1544,41.7,6
297.5,308.4,1596,36.6,80
303.3,311.6,1337,56.8,187
300.0,309.1,1465,40.6,9
302.1,311.4,1549,44.6,31
302.3,311.6,1441,53.9,74
298.2,308.9,1326,54.4,75
302.9,312.5,1550,45.5,72
298.0,307.8,1492,40.2,197
303.7,312.4,1702,31.2,144
298.3,309.4,1356,45.4,96
297.7,307.2,1518,35.8,195
297.7,309.4,1608,30.2,135
300.5,310.6,1499,45.2,8
299.0,310.1,1555,38.6,118
297.4,308.7,1522,46.3,146
298.9,310.0,1323,52.9,106
301.9,310.9,1567,39.0,214
298.0,307.8,1588,35.4,114
302.4,311.1,1652,33.9,139
302.5,310.2,1329,50.6,148
300.6,309.9,1449,42.4,169
300.2,311.4,1506,36.1,141
300.6,310.3,1794,24.4,211
300.3,310.5,1522,39.1,217
300.5,311.4,1445,41.5,66
303.4,312.8,1622,35.1,107
298.7,309.6,1382,48.1,186
301.6,310.9,1419,50.2,51
300.9,310.5,1512,41.2,49
304.0,313.1,1466,39.5,83
299.1,310.2,1425,52.7,154
300.2,310.2,1600,31.5,23
298.3,309.1,1488,40.6,176
300.5,312.0,1453,45.1,151
298.7,309.9,1434,53.0,144
296.8,307.5,1516,36.7,135
300.8,311.2,1634,31.9,178
297.3,308.3,1341,51.9,51
302.4,311.9,1452,43.1,137
303.8,312.5,1448,44.3,195
298.6,309.6,1344,59.4,200
299.2,310.6,1704,30.6,160
298.8,308.1,1472,53.5,28
297.0,308.2,1702,30.7,124
301.0,310.9,1450,45.9,35
298.1,308.6,1415,46.3,27
300.6,310.2,1648,31.7,46
300.3,311.7,1515,37.5,5
300.5,311.5,1378,48.2,82
299.9,311.4,1480,44.9,108
299.1,310.2,1711,28.1,17
302.3,310.9,1558,31.9,207
301.4,311.0,1634,32.6,155
298.4,309.7,1530,38.6,161
302.2,310.9,1415,48.4,185
301.1,310.9,1552,37.9,126
300.9,311.0,1438,49.0,61
298.5,309.4,1418,45.1,148
299.9,309.5,1372,56.2,133
296.2,307.3,1881,24.3,40
297.7,308.8,1469,43.7,96
297.9,308.7,1545,35.9,120
297.7,309.2,1732,28.8,152
297.3,308.2,1653,31.4,9
295.5,306.0,1546,35.9,169
302.4,311.4,1564,35.0,122
303.7,313.0,1303,54.4,2
299.6,308.9,1685,27.8,161
296.9,308.3,1474,39.2,177
298.1,308.9,1351,52.4,102
300.6,311.7,1488,47.7,22
301.9,310.9,1573,38.9,209
297.6,309.6,1501,49.8,222
296.8,307.9,1611,35.4,72
297.4,308.2,1639,33.8,39
302.6,311.6,1638,29.6,160
300.3,311.7,1723,28.3,193
301.4,310.4,1430,50.9,178
298.3,307.7,1520,41.4,10
300.7,311.0,1318,48.2,128
302.3,311.4,1571,32.7,17
297.2,308.2,1405,42.5,204
299.7,311.1,1618,30.3,125
302.9,312.2,1292,54.4,136
296.6,307.4,1333,50.2,177
298.0,308.6,1626,33.3,50
298.1,307.5,1684,33.1,200
300.2,310.2,1628,30.3,27
302.1,311.5,1727,27.7,50
298.0,308.9,1578,35.6,153
298.6,309.9,1356,59.5,34
297.8,308.3,1498,47.3,160
301.6,310.8,1548,34.2,143
298.1,308.2,1390,47.5,33
298.8,309.8,1508,36.3,69
299.9,311.3,1413,41.8,153
300.3,311.5,1663,33.6,38
298.1,309.3,1332,51.0,72
302.6,312.1,1519,38.1,178
300.5,309.4,1347,50.1,213
301.8,310.7,1420,52.0,88
301.1,311.4,1531,38.7,55
298.5,309.2,1504,33.7,182
297.4,308.4,1392,49.7,174
298.9,310.3,1436,39.0,32
298.7,310.2,1436,47.5,32
297.4,309.4,1473,45.5,94
304.2,313.2,1464,44.9,37
302.4,310.8,1686,28.8,150
297.4,308.2,1471,46.5,25
304.0,313.0,1454,46.8,30
300.1,309.4,1453,47.6,28
298.8,310.3,1366,59.0,94
300.1,309.5,1660,32.7,57
296.9,308.0,1713,29.3,13
299.1,308.4,1426,47.9,67
299.2,308.5,1474,47.2,132
299.4,310.0,1512,43.2,47
303.8,312.7,1507,38.5,180
297.4,308.6,1524,43.1,73
299.0,310.3,1577,40.0,181
303.9,313.3,1507,34.3,161
303.7,312.8,1685,31.8,203
300.8,309.9,1444,46.0,180
297.9,308.1,1531,40.8,2
295.7,306.5,1737,26.2,97
297.0,307.7,1498,47.1,199
301.3,310.5,1503,48.6,72
300.1,309.3,1685,27.1,203
298.2,308.9,1585,34.3,33
301.6,310.6,1691,30.1,40
300.4,311.7,1373,47.2,3
298.6,308.3,1278,60.5,32
302.6,312.4,1410,50.3,33
302.0,310.6,1358,53.1,194
300.9,310.4,1788,27.8,90
299.3,309.0,1496,43.4,67
303.9,313.2,1608,40.6,79
298.5,309.3,1615,31.8,23
304.2,313.3,1625,37.3,27
300.3,311.2,1783,25.6,139
298.9,308.9,1450,47.5,9
299.7,310.3,1429,47.7,35
300.4,311.2,1831,23.4,133
299.1,309.9,1443,40.3,0
303.1,311.3,1474,34.8,215
301.8,311.2,1417,55.9,156
299.0,308.6,1466,46.4,112
298.3,308.5,1453,42.9,89
299.9,309.6,1364,44.4,20
301.7,310.3,1397,44.6,57
297.5,308.6,1596,37.1,30
304.2,313.5,1739,28.1,80
299.4,308.9,1762,29.3,91
298.2,308.2,1667,30.6,59
300.8,311.3,1505,45.5,141
301.3,310.8,1531,53.4,57
300.3,309.6,1435,45.4,181
302.6,312.3,1534,34.3,31
299.3,308.9,1577,34.9,160
298.0,308.8,1790,27.2,193
300.5,311.9,1887,21.7,56
297.2,308.1,1340,61.3,207
301.5,310.7,1423,44.0,222
299.0,310.3,1582,33.3,177
298.2,308.7,1520,35.7,40
300.5,311.9,1403,45.7,54
298.1,308.0,1697,31.0,164
302.2,310.8,1383,46.9,45
300.7,311.0,1413,52.0,91
302.2,311.2,1561,34.9,106
298.5,309.3,1552,36.8,133
298.2,309.0,1596,37.2,87
300.5,309.9,1480,40.0,148
298.0,309.1,1574,34.8,40
299.5,309.4,1390,58.8,195
298.7,309.9,1458,40.2,137
300.8,310.3,1458,43.4,0
302.3,310.9,1379,49.3,34
301.1,310.0,1513,38.0,17
302.0,310.5,1841,23.6,119
303.0,311.3,1365,56.2,146
298.7,310.1,1558,37.6,44
298.1,308.5,1463,45.9,3
302.2,311.6,1379,42.9,13
298.5,308.3,1381,50.5,22
299.0,309.1,1592,35.0,200
299.0,308.5,1623,33.5,154
299.2,308.8,1700,33.5,185
298.5,308.9,1725,31.9,205
300.8,312.5,1423,47.3,123
297.9,309.1,1521,36.1,15
298.8,308.6,1507,42.3,207
297.5,309.3,1479,39.4,22
301.4,310.4,1737,31.9,96
300.6,309.4,1541,35.2,105
300.4,311.4,1352,57.3,116
300.1,311.2,1489,39.1,188
302.4,310.5,1372,45.7,144
299.7,310.6,1737,26.1,144
303.3,312.6,1623,34.6,102
302.3,311.8,1463,35.7,197
300.8,310.3,1538,36.1,198
300.6,309.8,1688,28.6,135
297.7,308.9,1327,63.7,21
297.8,308.5,1448,40.0,192
300.4,311.1,1405,54.1,193
297.1,307.8,1536,40.4,92
298.6,309.9,1517,34.0,215
300.7,310.8,1346,52.0,193
298.2,308.9,1367,45.0,85
298.3,308.3,1444,43.8,176
298.0,308.7,1771,26.2,206
302.5,311.8,1566,37.6,54
297.9,309.2,1529,38.1,96
296.2,307.1,1413,53.4,203
300.9,312.0,1375,56.1,182
300.6,310.4,1457,47.7,120
298.1,308.9,1335,50.4,110
297.2,308.3,1453,45.8,105
298.2,308.9,1336,45.0,66
303.7,312.7,1396,47.3,158
298.7,308.5,1572,35.6,202
300.4,310.4,1298,61.4,19
299.0,310.1,1432,50.0,45
297.4,308.3,1502,43.6,169
304.4,313.6,1585,38.9,9
301.0,310.1,1756,30.7,2
301.6,310.6,1309,65.8,75
303.3,311.8,1441,44.9,61
302.0,311.2,1558,39.1,179
297.5,308.6,1255,60.7,77
299.4,308.9,1550,33.7,174
301.0,312.3,1424,43.5,136
297.3,308.4,1686,34.5,97
302.1,311.3,1453,45.1,174
298.0,307.6,1654,28.9,123
298.0,308.7,1494,42.6,96
298.6,309.7,1429,45.8,113
300.1,309.7,1410,48.3,118
298.2,308.9,1332,44.4,100
298.2,309.0,1489,40.6,89
297.6,309.5,1623,33.1,224
299.6,311.0,1554,36.3,62
300.3,309.3,1478,39.5,180
299.5,309.2,1590,35.9,22
297.4,308.6,1522,38.0,33
300.7,309.5,1461,49.9,0
300.8,310.9,1457,47.7,82
297.4,308.4,1525,38.7,62
298.2,309.0,1643,34.1,91
298.5,308.8,1305,58.7,26
303.0,311.2,1664,29.8,186
299.8,311.2,1533,35.9,137
299.1,308.6,1491,38.5,166
298.4,308.5,1398,47.1,122
300.8,311.2,1429,52.3,77
300.2,309.8,1398,54.8,39
300.5,310.0,1406,50.2,119
302.6,312.4,1386,45.8,38
301.8,311.0,1756,26.7,33
301.7,310.8,1502,34.4,157
296.9,307.9,1557,36.5,63
301.5,310.4,1276,55.6,158
298.0,308.4,1432,46.2,11
296.8,307.9,1706,30.8,111
297.9,307.9,1476,45.2,91
300.9,310.5,1570,40.1,79
297.9,308.5,1383,44.6,184
297.1,307.9,1420,39.8,192
299.9,310.5,1576,39.4,183
298.4,308.5,1741,32.8,112
302.4,310.9,1435,42.3,83
298.8,310.1,1380,44.0,56
298.8,309.2,1306,54.5,50
299.0,310.3,1447,39.9,78
298.9,310.1,1571,36.8,78
300.7,311.7,1460,46.1,15
301.9,311.0,1356,45.7,119
301.4,310.6,1565,36.1,110
300.1,311.3,1523,34.1,135
297.4,308.3,1493,41.2,43
297.5,308.4,1505,37.2,215
299.3,310.4,1510,45.5,27
302.8,312.2,1458,51.0,42
298.9,309.8,1616,36.5,110
299.0,310.3,1540,38.1,182
299.0,310.4,1565,36.1,127
298.6,310.1,1458,41.9,61
299.2,310.1,1542,36.1,5
301.0,310.7,1727,34.5,127
296.9,308.0,1641,33.3,67
300.8,309.9,1312,65.3,192
302.6,310.3,1642,33.2,82
299.1,308.5,1539,46.8,190
300.0,310.4,1385,52.1,128
